gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpNPF25			NPF transporter		Mp5g09260	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpNPF26			NPF transporter		Mp5g09280	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpRLK-Pelle_L-LEC22			Receptor-like Kinase (RLK)		Mp5g09340	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCYP822B1			Cytochrome P450, Secondary metabolism enzyme		Mp5g09470	Nelson et al., 2018, BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpHAT4			Chromatin related protein		Mp5g09520	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpRLK-Pelle_WAK_LRK10L-9			Receptor-like Kinase (RLK)		Mp5g09530	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpLRE1			RALF co-receptor		Mp5g09600	Mecchia et al., 2020 BioRxiv		doi:10.1101/2020.12.23.424085	Provisional
MpS1Fa-like			transcription factor, S1Fa-like		Mp5g09660	PlantTFDB. Jin et al., 2017 Jan 4;45(D1):D1040-D1045		doi:10.1093/nar/gkw982	Provisional
MpSMC3			Chromatin related protein		Mp5g09700	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpATXR5			Chromatin related protein		Mp5g09790	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpHDS			Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp5g09870	Chen et al. 2018 Critical Reviews in Plant Science		doi.org./10.1080/07352689.2018.1482397	Provisional
MpHDR			Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp5g09880	Chen et al. 2018 Critical Reviews in Plant Science		doi.org./10.1080/07352689.2018.1482397	Provisional
MpLD2			lipid droplets associated protein		Mp5g09980	De Vries et al. 2020 Trends in Plant Sci		doi:10.1016/j.tplants.2020.07.017	Provisional
MpCYCB_1			Cell cycle related protein		Mp5g10030	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGST4			glutathione S-transferase		Mp5g10060	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpHDAC11			Chromatin related protein		Mp5g10240	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpRDR5/6-1			siRNA biogenesis, RNA-dependent RNA polymerase		Mp5g10380	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpOLEOSIN			lipid droplets associated protein		Mp5g10430	De Vries et al. 2020 Trends in Plant Sci		doi:10.1016/j.tplants.2020.07.017	Provisional
MpZIP2			transcription factor, Fe homeostasis protein		Mp5g10490	Lo et al., 2016 New Phytologists		doi:10.1111/nph.13922	Provisional
MpCYP822-like6			Cytochrome P450, Secondary metabolism enzyme		Mp5g10500	Nelson et al., 2017 BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpPOD88			Peroxidase		Mp5g10690	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD89			Peroxidase		Mp5g10700	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD90			Peroxidase		Mp5g10730	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD91			Peroxidase		Mp5g10740	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD92			Peroxidase		Mp5g10750	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpCYP824A1			Cytochrome P450, Secondary metabolism enzyme		Mp5g10800	Nelson et al., 2018, BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpLEA-like31			Late-embryogenesis abundant protein		Mp5g11170				Provisional
MpHDAC12			Chromatin related protein		Mp5g11200	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpFTA/GGTA-like1	farnesyltransferase/geranylgeranyl transferase		Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp5g11240				Provisional
MpPP2C_A1			phosphatase		Mp5g11690	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPP2C_A2			phosphatase		Mp5g11710	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPP2C_A3			phosphatase		Mp5g11720	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpDIR59			Secondary metabolism enzyme		Mp5g11770				Provisional
MpPOD93			Peroxidase		Mp5g12110	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD94			Peroxidase		Mp5g12120	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD95			Peroxidase		Mp5g12130	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD96			Peroxidase		Mp5g12140	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpMYBL2			transcription factor, MYB-related		Mp5g12220	PlantTFDB. Jin et al., 2017 Jan 4;45(D1):D1040-D1045		doi:10.1093/nar/gkw982	Provisional
MpRLK-Pelle_L-LEC23			Receptor-like Kinase (RLK)		Mp5g12310	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPR1m			Salicylic acid related protein, Hormone related protein		Mp5g12510	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGH18.6			Cell wall related protein		Mp5g12520	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpPR1n			Salicylic acid related protein, Hormone related protein		Mp5g12540	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpBTB			lipid droplets associated protein		Mp5g12600	De Vries et al. 2020 Trends in Plant Sci		doi:10.1016/j.tplants.2020.07.017	Provisional
MpPILS3			Auxin related protein transport, Hormone related protein, Auxin related protein		Mp5g12650	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPP1I4			phosphatase		Mp5g12680	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCYP827A1			Cytochrome P450, Secondary metabolism enzyme		Mp5g12720	Nelson et al., 2018, BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpFLOE			abiotic stress protein		Mp5g12800				Provisional
MpABCC11		MpABC59	ABC transporters		Mp5g13190	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpABCC12		MpABC60	ABC transporters		Mp5g13220	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpABCC13		MpABC61	ABC transporters		Mp5g13230	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpBromo10			Chromatin related protein		Mp5g13320	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPOD97			Peroxidase		Mp5g13640	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD98			Peroxidase		Mp5g13650	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpDFR-like13			Secondary metabolism enzyme		Mp5g13690				Provisional
MpPOD99			Peroxidase		Mp5g13710	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpGT29.4			Cell wall related protein		Mp5g13750	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpPOD100			Peroxidase		Mp5g13780	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD101			Peroxidase		Mp5g13790	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD102			Peroxidase		Mp5g13800	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD103			Peroxidase		Mp5g13810	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD104			Peroxidase		Mp5g13820	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD105			Peroxidase		Mp5g13830	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD106			Peroxidase		Mp5g13840	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpCupin83			Cupin		Mp5g13860				Provisional
MpCupin84			Cupin		Mp5g13870				Provisional
MpPP2A_B''_FASS1			phosphatase		Mp5g14100	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpMurA			Peptidoglycan biosynthesis		Mp5g14110	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPP2A_B			phosphatase		Mp5g14130	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPP2C_F4			phosphatase		Mp5g14150	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPPO8			Secondary metabolism enzyme		Mp5g14430	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpPPO9			Secondary metabolism enzyme		Mp5g14440	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpPOD107			Peroxidase		Mp5g14490	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD108			Peroxidase		Mp5g14500	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD109			Peroxidase		Mp5g14510	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD110			Peroxidase		Mp5g14520	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD111			Peroxidase		Mp5g14530	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPMT.4			Cell wall related protein		Mp5g15060	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpPP2C_K2			phosphatase		Mp5g15080	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpRLK-Pelle_L-LEC24			Receptor-like Kinase (RLK)		Mp5g15160	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPP1I5			phosphatase		Mp5g15190	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGH16.34			Cell wall related protein		Mp5g15250	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpGH16.35			Cell wall related protein		Mp5g15260	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpGH16.36			Cell wall related protein		Mp5g15270	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpGH16.37			Cell wall related protein		Mp5g15280	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpPPO17			Secondary metabolism enzyme		Mp5g15320	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpMAPKKK12			MAP-kinase, MAPKKK		Mp5g15330	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpADT3			Secondary metabolism enzyme		Mp5g15520	Albert et al. 2018 New Phytologist		doi:10.1111/nph.15002	Provisional
MpGH3.6			Cell wall related protein		Mp5g15680	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpABCG22		MpABC62	ABC transporter		Mp5g15770	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpHSP90-4			Disease resistance		Mp5g15940	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCIS2		MpACLB-2	organic acid biosynthesis and exudation		Mp5g15980	Rico et al. 2020 Molecules; Honkanen et al., 2016 Curr Biol		doi:10.3390/ijms21218354	Provisional
MpSR4			SR proteins, RNA-splicing		Mp5g16020	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGST23			glutathione S-transferase		Mp5g16180	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpGST20			glutathione S-transferase		Mp5g16210	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpCYP74N2	Allene oxide synthase 2	MpAOS2	Cytochrome P450, Secondary metabolism enzyme		Mp5g16260	Nelson et al., 2018, BBA Proteins and Proteomics; Koeduka et al., Planta 242: 1175-1186 (2015)		doi:10.1016/j.bbapap.2017.05.00; doi:10.1007/s00425-015-2355-8	Published
MpDIR65			Secondary metabolism enzyme		Mp5g16440				Provisional
MpDIR61			Secondary metabolism enzyme		Mp5g16460				Provisional
MpDIR42			Secondary metabolism enzyme		Mp5g16470	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR41			Secondary metabolism enzyme		Mp5g16480	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpPPO28			Secondary metabolism enzyme		Mp5g16490	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpPPO29			Secondary metabolism enzyme		Mp5g16500	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR39			Secondary metabolism enzyme		Mp5g16510	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR38			Secondary metabolism enzyme		Mp5g16520	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR40			Secondary metabolism enzyme, OPDA, Jasmonic acid related protein, Hormone related proteins		Mp5g16530	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpCupin85			Cupin		Mp5g16550				Provisional
MpGH18.7			Cell wall related protein		Mp5g16560	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpPLD5			lipid turnover protein		Mp5g16720	Rico et al. 2020 Molecules		doi:10.3390/ijms21218354	Provisional
MpPR1o			Pathogen related		Mp5g16820	Carella et al. 2019, Curr Biol		doi:10.1016/j.cub.2019.05.078	Provisional
MpH4e			Chromatin related protein		Mp5g16840	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGH16.38			Cell wall related protein		Mp5g16860	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpDIR37			Secondary metabolism enzyme		Mp5g16880	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR36			Secondary metabolism enzyme		Mp5g16890	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR35			Secondary metabolism enzyme		Mp5g16900	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR34			Secondary metabolism enzyme		Mp5g16910	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR33			Secondary metabolism enzyme		Mp5g16920	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR32			Secondary metabolism enzyme		Mp5g16930	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpHDM6			Chromatin related protein		Mp5g16950	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpUGT23			UDP glycosyl transferase, Secondary metabolism enzyme		Mp5g16980	Bowman et al., Cell 171(2):287-304.e15		doi:10.1016/j.cell.2017.09.030	Provisional
MpPOD112			Peroxidase		Mp5g17030	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD113			Peroxidase		Mp5g17080	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD114			Peroxidase		Mp5g17090	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD115			Peroxidase		Mp5g17110	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD116			Peroxidase		Mp5g17120	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD118			Peroxidase		Mp5g17140	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD119			Peroxidase		Mp5g17150	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD120			Peroxidase		Mp5g17240	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD121			Peroxidase		Mp5g17250	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD122			Peroxidase		Mp5g17260	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpGH1.5			Cell wall related protein		Mp5g17440	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpPOD123			Peroxidase		Mp5g17450	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD124			Peroxidase		Mp5g17460	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD125			Peroxidase		Mp5g17470	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD126			Peroxidase		Mp5g17480	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD127			Peroxidase		Mp5g17490	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD128			Peroxidase		Mp5g17500	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpDIR28			Secondary metabolism enzyme		Mp5g17570	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpCYP822A2			Cytochrome P450, Secondary metabolism enzyme		Mp5g17580	Nelson et al., 2018, BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpPOD129			Peroxidase		Mp5g17590	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPOD130			Peroxidase		Mp5g17600	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPPO21			Secondary metabolism enzyme		Mp5g17720	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpCYP822-like7			Cytochrome P450, Secondary metabolism enzyme		Mp5g17730	Nelson et al., 2017 BBA Proteins and Proteomics		doi:10.1016/j.bbapap.2017.05.00	Provisional
MpGT47.14			Cell wall related protein		Mp5g17760	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpABCG19		MpABC64	ABC transporter		Mp5g17950	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpAMI1			transcription factor, Auxin related protein, Hormone related protein		Mp5g17980	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPPO22			Secondary metabolism enzyme		Mp5g18380	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDIR29			Secondary metabolism enzyme		Mp5g18400	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpLEA-like32			Late-embryogenesis abundant protein		Mp5g18480	Jahan et al., 2018, Plant Phys		doi:10.1104/pp.18.00761	Provisional
MpDIR25			Secondary metabolism enzyme		Mp5g18490	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpMTPSL-like			Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp5g18940				Provisional
MpCDKB			Cell cycle related protein		Mp5g19170	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpHAT12			Chromatin related protein		Mp5g19270	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPOD131			Peroxidase		Mp5g19410	Spinedi et al., Plants 2021, 10(7), 1478.		10.3390/plants10071478	Published
MpPPO34			Secondary metabolism enzyme		Mp5g19430	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpH2A.W.1			Chromatin related protein		Mp5g19440	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpABC65			ABC transporter		Mp5g19560				Provisional
MpPILS2			Auxin related protein transport, Hormone related protein, Auxin related protein		Mp5g19620	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpCupin86			Cupin		Mp5g19670				Provisional
MpNBS-LRR16			NBS genes		Mp5g19770	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPPO63			Secondary metabolism enzyme		Mp5g19820	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpGH35.4			Cell wall related protein		Mp5g19950	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpPPO42			Secondary metabolism enzyme		Mp5g19980	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpPPO54			Secondary metabolism enzyme		Mp5g19990	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDDL	DAWDLE	MpDAWDLE	forhkead domain containing protein		Mp7g08770	Pietrykowska, et al., J Exp Bot. (2022)	35275209	10.1093/jxb/erac098	Published
MpPPO53			Secondary metabolism enzyme		Mp5g20020	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpPPO71			Secondary metabolism enzyme		Mp5g20040				Provisional
MpDIR57			Secondary metabolism enzyme		Mp5g20050	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpDWF1			Secondary metabolism enzyme, sterol biosynthesis		Mp5g20140	Romani contributions			Provisional
MpUGT24			UDP glycosyl transferase, Secondary metabolism enzyme		Mp5g20210	Bowman et al., Cell 171(2):287-304.e15		doi:10.1016/j.cell.2017.09.030	Provisional
MpExpansin36			Cell wall related protein		Mp5g20420	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpExpansin37			Cell wall related protein		Mp5g20430	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpSCD	MpSTOMATAL CYTOKINESIS-DEFECTIVE				Mp5g20500	Honkanen et al., 2016 Curr Biol		doi:10.1016/j.cub.2016.09.062	Provisional
MpIDS4			Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp5g20580	Chen et al. 2018 Critical Reviews in Plant Science		doi.org./10.1080/07352689.2018.1482397	Provisional
MpFAD11			Secondary metabolism enzyme		Mp5g20700				Provisional
MpATXR6			Chromatin related protein		Mp5g20830	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpATRX			Chromatin related protein		Mp5g21000	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGT61.7			Cell wall related protein		Mp5g21130	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpIDS3			Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp5g21200	Chen et al. 2018 Critical Reviews in Plant Science		doi.org./10.1080/07352689.2018.1482397	Provisional
MpPAT			Secondary metabolism enzyme		Mp5g21220	Albert et al. 2018 New Phytologist		doi:10.1111/nph.15002	Provisional
MpPKS/CHS-like3			Secondary metabolism enzyme		Mp5g21320				Provisional
MpMTPSL4			Secondary metabolism enzyme, Terpene biosynthesis enzymes		Mp5g21360	Kumar et al., 2016, The Plant Cell		doi:10.1105/tpc.16.00062	Provisional
MpFBW3			F-BOX		Mp5g21380	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpPR9d			Pathogen related		Mp5g21390	Carella et al. 2019, Curr Biol		doi:10.1016/j.cub.2019.05.078	Provisional
MpPR9e			Pathogen related		Mp5g21400	Carella et al. 2019, Curr Biol		doi:10.1016/j.cub.2019.05.078	Provisional
MpPR9f			Pathogen related		Mp5g21430	Carella et al. 2019, Curr Biol		doi:10.1016/j.cub.2019.05.078	Provisional
MpPR9g			Pathogen related		Mp5g21440	Carella et al. 2019, Curr Biol		doi:10.1016/j.cub.2019.05.078	Provisional
MpPPO45			Secondary metabolism enzyme		Mp5g21450	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpPPO62			Secondary metabolism enzyme		Mp5g21460	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
MpPR9i			peroxidase , pathogen related		Mp5g21480	Carella et al. 2019, Curr Biol		doi:10.1016/j.cub.2019.05.078	Provisional
MpPR9j			Pathogen related		Mp5g21490	Carella et al. 2019, Curr Biol		doi:10.1016/j.cub.2019.05.078	Provisional
MpPR9k			Pathogen related		Mp5g21500	Carella et al. 2019, Curr Biol		doi:10.1016/j.cub.2019.05.078	Provisional
MpPR9l			Pathogen related		Mp5g21510	Carella et al. 2019, Curr Biol		doi:10.1016/j.cub.2019.05.078	Provisional
MpC3H20			transcription factor, C3H		Mp5g21520				Provisional
MpMurC			Peptidoglycan biosynthesis		Mp5g21570	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Provisional
MpGH3.7			Cell wall related protein		Mp5g21580	Lampugnani et al., 2019 Trends Plant Sci		doi:10.1016/j.tplants.2019.02.011	Provisional
MpPPO26			Secondary metabolism enzyme		Mp5g21700	Davies et al. 2020 Front Plant Sci		doi:10.3389/fpls.2020.00007	Provisional
