"Tag"	"No."	"Gene"	"Name"	"GeneName"	"annots"
"Mpcki1_Rep.Down"	196	"Mp8g18590"	""	""	"[PTHR33052:SF132];
[PTHR33052]: DUF4228 DOMAIN PROTEIN-RELATED;
[PF14009]: Domain of unknown function (DUF4228)"
"Mpcki1_Rep.Down"	197	"Mp8g18790"	""	""	""
"Mpcki1_Rep.Down"	198	"MpUg00040"	""	""	""
"Mpcki1_Rep.Down"	199	"MpUg00310"	""	""	"[K10875]: RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:3.6.4.-];
[KOG0390]: DNA repair protein, SNF2 family; [L];
[PTHR45821]: SNF2 DOMAIN-CONTAINING PROTEIN CLASSY 2-RELATED;
[PF00176]: SNF2 family N-terminal domain;
[PF00271]: Helicase conserved C-terminal domain"
"Mpcki1_Rep.Down"	200	"MpUg00470"	"MpROS1x"	"MpUg00470 [MpROS1x]"	"[PTHR46213]: TRANSCRIPTIONAL ACTIVATOR DEMETER;
[PTHR46213:SF13]: TRANSCRIPTIONAL ACTIVATOR DEMETER;
[PF15628]: RRM in Demeter"
"Mpcki1_Veg.Down"	1	"Mp1g00180"	""	""	"[K00261]: GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3];
[KOG2250]: Glutamate/leucine/phenylalanine/valine dehydrogenases; [E];
[PTHR11606:SF13]: GLUTAMATE DEHYDROGENASE 1, MITOCHONDRIAL;
[PTHR11606]: GLUTAMATE DEHYDROGENASE;
[PF00208]: Glutamate/Leucine/Phenylalanine/Valine dehydrogenase;
[PF02812]: Glu/Leu/Phe/Val dehydrogenase, dimerisation domain"
"Mpcki1_Veg.Down"	2	"Mp1g00970"	""	""	"[PTHR31676]: T31J12.3 PROTEIN-RELATED;
[PTHR31676:SF106];
[PF04398]: Protein of unknown function, DUF538"
"Mpcki1_Veg.Down"	3	"Mp1g02840"	"MpDCL1a"	"Mp1g02840 [MpDCL1a]"	"[K11592]: DICER1, DCR1; endoribonuclease Dicer [EC:3.1.26.-];
[KOG0701]: dsRNA-specific nuclease Dicer and related ribonucleases; [A];
[PTHR14950:SF46]: ENDORIBONUCLEASE DICER HOMOLOG 3;
[PTHR14950]: DICER-RELATED;
[PF04851]: Type III restriction enzyme, res subunit;
[PF00636]: Ribonuclease III domain;
[PF02170]: PAZ domain;
[PF03368]: Dicer dimerisation domain;
[PF00271]: Helicase conserved C-terminal domain"
"Mpcki1_Veg.Down"	4	"Mp1g04910"	""	""	""
"Mpcki1_Veg.Down"	5	"Mp1g05780"	""	""	""
"Mpcki1_Veg.Down"	6	"Mp1g07860"	""	""	"[K00814]: GPT, ALT; alanine transaminase [EC:2.6.1.2];
[KOG0258]: Alanine aminotransferase; [E];
[PTHR11751]: ALANINE AMINOTRANSFERASE;
[PTHR11751:SF477]: BNAC05G13450D PROTEIN;
[PF00155]: Aminotransferase class I and II"
"Mpcki1_Veg.Down"	7	"Mp1g08300"	""	""	"[KOG1764]: 5'-AMP-activated protein kinase, gamma subunit; N-term missing; [C];
[PTHR43080]: CBS DOMAIN-CONTAINING PROTEIN CBSX3, MITOCHONDRIAL;
[PTHR43080:SF21]: OSJNBA0095E20.4 PROTEIN;
[PF00571]: CBS domain"
"Mpcki1_Veg.Down"	8	"Mp1g09480"	""	""	"[PTHR16275]: COILED-COIL DOMAIN-CONTAINING PROTEIN 40"
"Mpcki1_Veg.Down"	9	"Mp1g11920"	""	""	"[KOG0302]: Ribosome Assembly protein; N-term missing; [R];
[PTHR19857:SF21]: WD40/YVTN REPEAT-LIKE-CONTAINING DOMAIN-CONTAINING PROTEIN-RELATED;
[PTHR19857]: MITOCHONDRIAL DIVISION PROTEIN 1-RELATED"
"Mpcki1_Veg.Down"	10	"Mp1g12670"	""	""	""
"Mpcki1_Veg.Down"	11	"Mp1g16210"	"MpLTPG4"	"Mp1g16210 [MpLTPG4]"	"[PF14368]: Probable lipid transfer"
"Mpcki1_Veg.Down"	12	"Mp1g16800"	"MpBZIP1"	"Mp1g16800 [MpBZIP1]"	"[K16241]: HY5; transcription factor HY5;
[KOG4005]: Transcription factor XBP-1; C-term missing; [K];
[PTHR46714:SF6]: TRANSCRIPTIONAL ACTIVATOR HAC1;
[PTHR46714]: TRANSCRIPTIONAL ACTIVATOR HAC1;
[PF00170]: bZIP transcription factor"
"Mpcki1_Veg.Down"	13	"Mp1g17560"	"MpCE8.2"	"Mp1g17560 [MpCE8.2]"	"[K01051]: E3.1.1.11; pectinesterase [EC:3.1.1.11];
[PTHR31321]: ACYL-COA THIOESTER HYDROLASE YBHC-RELATED;
[PTHR31321:SF81]: PECTINESTERASE;
[PF01095]: Pectinesterase"
"Mpcki1_Veg.Down"	14	"Mp1g17690"	""	""	"[K03541]: psbR; photosystem II 10kDa protein;
[PTHR34369:SF2]: PHOTOSYSTEM II 10 KDA POLYPEPTIDE, CHLOROPLASTIC;
[PTHR34369]: PHOTOSYSTEM II 10 KDA POLYPEPTIDE, CHLOROPLASTIC;
[PF04725]: Photosystem II 10 kDa polypeptide PsbR"
"Mpcki1_Veg.Down"	15	"Mp1g17760"	""	""	"[PTHR46287]: BTB/POZ AND TAZ DOMAIN-CONTAINING PROTEIN 3-RELATED;
[PTHR46287:SF12];
[PF00023]: Ankyrin repeat;
[PF00651]: BTB/POZ domain"
"Mpcki1_Veg.Down"	16	"Mp1g18140"	""	""	"[KOG0618]: Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP); C-term missing; [T];
[PTHR48059]: POLYGALACTURONASE INHIBITOR 1;
[PTHR48059:SF4]: POLYGALACTURONASE INHIBITOR 1;
[PF08263]: Leucine rich repeat N-terminal domain;
[PF13855]: Leucine rich repeat"
"Mpcki1_Veg.Down"	17	"Mp1g18590"	""	""	"[K18669]: DYRK2_3_4; dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:2.7.12.1];
[KOG0594]: Protein kinase PCTAIRE and related kinases; [R];
[PTHR24058:SF22]: DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 4;
[PTHR24058]: DUAL SPECIFICITY PROTEIN KINASE;
[PF00069]: Protein kinase domain"
"Mpcki1_Veg.Down"	18	"Mp1g25920"	""	""	"[K17725]: ETHE1; sulfur dioxygenase [EC:1.13.11.18];
[KOG0814]: Glyoxylase; [R];
[PTHR43084:SF1]: PERSULFIDE DIOXYGENASE ETHE1, MITOCHONDRIAL;
[PTHR43084]: PERSULFIDE DIOXYGENASE ETHE1;
[PF00753]: Metallo-beta-lactamase superfamily"
"Mpcki1_Veg.Down"	19	"Mp2g00110"	""	""	"[K23146]: HPD1; 3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59];
[KOG0409]: Predicted dehydrogenase; [R];
[PTHR22981:SF7]: 3-HYDROXYISOBUTYRATE DEHYDROGENASE, MITOCHONDRIAL;
[PTHR22981]: 3-HYDROXYISOBUTYRATE DEHYDROGENASE-RELATED;
[PF14833]: NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase;
[PF03446]: NAD binding domain of 6-phosphogluconate dehydrogenase"
"Mpcki1_Veg.Down"	20	"Mp2g02200"	""	""	""
"Mpcki1_Veg.Down"	21	"Mp2g02210"	""	""	"[PTHR46100]: IMP2'P;
[PF00582]: Universal stress protein family"
"Mpcki1_Veg.Down"	22	"Mp2g02930"	""	""	""
"Mpcki1_Veg.Down"	23	"Mp2g06900"	""	""	"[KOG0161]: Myosin class II heavy chain; N-term missing; C-term missing; [Z];
[KOG0996]: Structural maintenance of chromosome protein 4 (chromosome condensation complex Condensin, subunit C); N-term missing; C-term missing; [BD];
[PTHR43939:SF29]: CENTROSOMAL PROTEIN;
[PTHR43939]"
"Mpcki1_Veg.Down"	24	"Mp2g06930"	""	""	"[PTHR33919]: OS09G0127700 PROTEIN;
[PTHR33919:SF9]: RIBOSOME BIOGENESIS NEP1-LIKE PROTEIN;
[PF06522]: NADH-ubiquinone reductase complex 1 MLRQ subunit"
"Mpcki1_Veg.Down"	25	"Mp2g09420"	""	""	"[PTHR35124]: CYTOCHROME P450 FAMILY PROTEIN"
"Mpcki1_Veg.Down"	26	"Mp2g10200"	"MpCYP716-like22"	"Mp2g10200 [MpCYP716-like22]"	"[K20667]: CYP716A; beta-amyrin 28-monooxygenase [EC:1.14.14.126];
[KOG0157]: Cytochrome P450 CYP4/CYP19/CYP26 subfamilies; [QI];
[KOG0156]: Cytochrome P450 CYP2 subfamily; [Q];
[PTHR24286]: CYTOCHROME P450 26;
[PTHR24286:SF209]: BETA-AMYRIN 28-OXIDASE-LIKE ISOFORM X1;
[PF00067]: Cytochrome P450"
"Mpcki1_Veg.Down"	27	"Mp2g12940"	""	""	"[K05016]: CLCN7; chloride channel 7;
[KOG0474]: Cl- channel CLC-7 and related proteins (CLC superfamily); [P];
[PTHR11689:SF136]: H(+)/CL(-) EXCHANGE TRANSPORTER 7;
[PTHR11689]: CHLORIDE CHANNEL PROTEIN CLC FAMILY MEMBER;
[PF00654]: Voltage gated chloride channel;
[PF00571]: CBS domain"
"Mpcki1_Veg.Down"	28	"Mp2g13870"	""	""	"[PTHR31013:SF2]: THAUMATIN FAMILY;
[PTHR31013]: THAUMATIN FAMILY PROTEIN-RELATED;
[PF00314]: Thaumatin family"
"Mpcki1_Veg.Down"	29	"Mp2g14550"	"MpGH17.9"	"Mp2g14550 [MpGH17.9]"	"[PTHR32227:SF320]: O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN;
[PTHR32227]: GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED;
[PF00332]: Glycosyl hydrolases family 17"
"Mpcki1_Veg.Down"	30	"Mp2g16060"	""	""	"[K00695]: SUS; sucrose synthase [EC:2.4.1.13];
[KOG0853]: Glycosyltransferase; [M];
[PTHR45839];
[PTHR45839:SF13]: SUCROSE SYNTHASE 3;
[PF00534]: Glycosyl transferases group 1;
[PF00862]: Sucrose synthase"
"Mpcki1_Veg.Down"	31	"Mp2g18790"	""	""	""
"Mpcki1_Veg.Down"	32	"Mp2g19400"	""	""	"[PTHR14255]: CEREBLON;
[PTHR14255:SF3]: PROTEIN YIPPEE-LIKE;
[PF01925]: Sulfite exporter TauE/SafE"
"Mpcki1_Veg.Down"	33	"Mp2g19940"	""	""	""
"Mpcki1_Veg.Down"	34	"Mp2g20040"	""	""	"[K01194]: TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28];
[KOG0602]: Neutral trehalase; [G];
[PTHR23403:SF1]: TREHALASE;
[PTHR23403]: TREHALASE;
[PF01204]: Trehalase"
"Mpcki1_Veg.Down"	35	"Mp2g21770"	"MpUGT9"	"Mp2g21770 [MpUGT9]"	"[KOG1192]: UDP-glucuronosyl and UDP-glucosyl transferase; N-term missing; [GC];
[PTHR48047]: GLYCOSYLTRANSFERASE;
[PTHR48047:SF69]: GLYCOSYLTRANSFERASE;
[PF00201]: UDP-glucoronosyl and UDP-glucosyl transferase"
"Mpcki1_Veg.Down"	36	"Mp2g22790"	""	""	"[K01834]: PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11];
[KOG0235]: Phosphoglycerate mutase; [G];
[PTHR11931]: PHOSPHOGLYCERATE MUTASE;
[PTHR11931:SF0]: PHOSPHOGLYCERATE MUTASE;
[PF00300]: Histidine phosphatase superfamily (branch 1)"
"Mpcki1_Veg.Down"	37	"Mp2g23350"	""	""	""
"Mpcki1_Veg.Down"	38	"Mp3g01610"	""	""	"[KOG2088]: Predicted lipase/calmodulin-binding heat-shock protein; [IOT];
[PTHR47418]: ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN;
[PF01764]: Lipase (class 3)"
"Mpcki1_Veg.Down"	39	"Mp3g04700"	""	""	"[K01834]: PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11];
[KOG0235]: Phosphoglycerate mutase; [G];
[PTHR11931:SF0]: PHOSPHOGLYCERATE MUTASE;
[PTHR11931]: PHOSPHOGLYCERATE MUTASE;
[PF00300]: Histidine phosphatase superfamily (branch 1)"
"Mpcki1_Veg.Down"	40	"Mp3g06380"	""	""	""
"Mpcki1_Veg.Down"	41	"Mp3g10350"	""	""	"[KOG0444]: Cytoskeletal regulator Flightless-I (contains leucine-rich and gelsolin repeats); C-term missing; [Z];
[KOG0618]: Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP); C-term missing; [T];
[PTHR48052:SF16]: MDIS1-INTERACTING RECEPTOR LIKE KINASE 1;
[PTHR48052]: UNNAMED PRODUCT;
[PF08263]: Leucine rich repeat N-terminal domain;
[PF13855]: Leucine rich repeat"
"Mpcki1_Veg.Down"	42	"Mp3g11120"	""	""	""
"Mpcki1_Veg.Down"	43	"Mp3g12110"	"MpCYP704-like9"	"Mp3g12110 [MpCYP704-like9]"	"[K20495]: CYP704B1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80];
[KOG0157]: Cytochrome P450 CYP4/CYP19/CYP26 subfamilies; [QI];
[PTHR24296:SF8]: CYTOCHROME P450 704B1;
[PTHR24296]: CYTOCHROME P450;
[PF00067]: Cytochrome P450"
"Mpcki1_Veg.Down"	44	"Mp3g14660"	""	""	"[K05391]: CNGC; cyclic nucleotide gated channel, plant;
[KOG0498]: K+-channel ERG and related proteins, contain PAS/PAC sensor domain; [PT];
[PTHR45651]: CYCLIC NUCLEOTIDE-GATED ION CHANNEL 15-RELATED-RELATED;
[PTHR45651:SF14]: CYCLIC NUCLEOTIDE-GATED ION CHANNEL 4;
[PF00027]: Cyclic nucleotide-binding domain;
[PF00520]: Ion transport protein"
"Mpcki1_Veg.Down"	45	"Mp3g17420"	""	""	""
"Mpcki1_Veg.Down"	46	"Mp3g18190"	""	""	""
"Mpcki1_Veg.Down"	47	"Mp3g18900"	""	""	"[K17570]: HYDIN; hydrocephalus-inducing protein;
[PTHR23053]: DLEC1  DELETED IN LUNG AND ESOPHAGEAL CANCER 1;
[PF14874]: Flagellar-associated PapD-like"
"Mpcki1_Veg.Down"	48	"Mp3g20250"	""	""	""
"Mpcki1_Veg.Down"	49	"Mp3g21090"	""	""	"[K01568]: PDC, pdc; pyruvate decarboxylase [EC:4.1.1.1];
[KOG1184]: Thiamine pyrophosphate-requiring enzyme; [EH];
[PTHR43452:SF24]: PYRUVATE DECARBOXYLASE-RELATED;
[PTHR43452]: PYRUVATE DECARBOXYLASE;
[PF00205]: Thiamine pyrophosphate enzyme, central domain;
[PF02776]: Thiamine pyrophosphate enzyme, N-terminal TPP binding domain;
[PF02775]: Thiamine pyrophosphate enzyme, C-terminal TPP binding domain"
"Mpcki1_Veg.Down"	50	"Mp3g21190"	""	""	""
"Mpcki1_Veg.Down"	51	"Mp3g21800"	""	""	""
"Mpcki1_Veg.Down"	52	"Mp3g24720"	""	""	"[K00366]: nirA; ferredoxin-nitrite reductase [EC:1.7.7.1];
[KOG0560]: Sulfite reductase (ferredoxin); [P];
[PTHR32439]: FERREDOXIN--NITRITE REDUCTASE, CHLOROPLASTIC;
[PTHR32439:SF0]: FERREDOXIN--NITRITE REDUCTASE, CHLOROPLASTIC;
[PF03460]: Nitrite/Sulfite reductase ferredoxin-like half domain;
[PF01077]: Nitrite and sulphite reductase 4Fe-4S domain"
"Mpcki1_Veg.Down"	53	"Mp4g00110"	""	""	""
"Mpcki1_Veg.Down"	54	"Mp4g01480"	"MpCER5|MpABCG6"	"Mp4g01480 [MpCER5|MpABCG6]"	"[KOG0061]: Transporter, ABC superfamily (Breast cancer resistance protein); [Q];
[PTHR48042]: ABC TRANSPORTER G FAMILY MEMBER 11;
[PTHR48042:SF25]: OS04G0528300 PROTEIN;
[PF00005]: ABC transporter;
[PF01061]: ABC-2 type transporter"
"Mpcki1_Veg.Down"	55	"Mp4g02590"	""	""	"[PTHR31082:SF4]: PHEROMONE-REGULATED MEMBRANE PROTEIN 10;
[PTHR31082]: PHEROMONE-REGULATED MEMBRANE PROTEIN 10;
[PF06738]: Putative threonine/serine exporter;
[PF12821]: Threonine/Serine exporter, ThrE"
"Mpcki1_Veg.Down"	56	"Mp4g03780"	"MpGPAT6d"	"Mp4g03780 [MpGPAT6d]"	"[PTHR15486:SF72];
[PTHR15486]: ANCIENT UBIQUITOUS PROTEIN;
[PF01553]: Acyltransferase;
[PF12710]: haloacid dehalogenase-like hydrolase"
"Mpcki1_Veg.Down"	57	"Mp4g03890"	""	""	"[PTHR33143:SF43]: OS04G0665900 PROTEIN;
[PTHR33143]: F16F4.1 PROTEIN-RELATED;
[PF05678]: VQ motif"
"Mpcki1_Veg.Down"	58	"Mp4g05350"	""	""	"[K02303]: cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107];
[KOG1527]: Uroporphyrin III methyltransferase; N-term missing; [H];
[PTHR45790:SF3]: UROPORPHYRINOGEN-III C-METHYLTRANSFERASE;
[PTHR45790]: SIROHEME SYNTHASE-RELATED;
[PF00590]: Tetrapyrrole (Corrin/Porphyrin) Methylases"
"Mpcki1_Veg.Down"	59	"Mp4g06390"	"MpDHN2"	"Mp4g06390 [MpDHN2]"	""
"Mpcki1_Veg.Down"	60	"Mp4g08220"	"MpLTP-like68"	"Mp4g08220 [MpLTP-like68]"	"[PTHR33122:SF64];
[PTHR33122]: LIPID BINDING PROTEIN-RELATED;
[PF14368]: Probable lipid transfer"
"Mpcki1_Veg.Down"	61	"Mp4g10370"	""	""	""
"Mpcki1_Veg.Down"	62	"Mp4g11430"	"MpABCG5"	"Mp4g11430 [MpABCG5]"	"[KOG0061]: Transporter, ABC superfamily (Breast cancer resistance protein); [Q];
[PTHR48042:SF11]: ABC TRANSPORTER G FAMILY MEMBER 11;
[PTHR48042]: ABC TRANSPORTER G FAMILY MEMBER 11;
[PF00005]: ABC transporter;
[PF01061]: ABC-2 type transporter"
"Mpcki1_Veg.Down"	63	"Mp4g11730"	""	""	""
"Mpcki1_Veg.Down"	64	"Mp4g13950"	"MpGH38.1"	"Mp4g13950 [MpGH38.1]"	"[K01191]: MAN2C1; alpha-mannosidase [EC:3.2.1.24];
[KOG1959]: Glycosyl hydrolase, family 38 - alpha-mannosidase; [G];
[PTHR11607:SF61]: ALPHA-MANNOSIDASE;
[PTHR11607]: ALPHA-MANNOSIDASE;
[PF07748]: Glycosyl hydrolases family 38 C-terminal domain;
[PF01074]: Glycosyl hydrolases family 38 N-terminal domain;
[PF17677]: Glycosyl hydrolases family 38 C-terminal beta sandwich domain;
[PF09261]: Alpha mannosidase middle domain"
"Mpcki1_Veg.Down"	65	"Mp4g14240"	""	""	"[K00873]: PK, pyk; pyruvate kinase [EC:2.7.1.40];
[KOG2323]: Pyruvate kinase; [G];
[PTHR11817:SF14]: PLASTIDIAL PYRUVATE KINASE 1, CHLOROPLASTIC;
[PTHR11817]: PYRUVATE KINASE;
[PF00224]: Pyruvate kinase, barrel domain;
[PF02887]: Pyruvate kinase, alpha/beta domain"
"Mpcki1_Veg.Down"	66	"Mp4g16020"	""	""	""
"Mpcki1_Veg.Down"	67	"Mp4g16420"	""	""	"[PTHR33228]: PROTEIN GLUTAMINE DUMPER 4-RELATED"
"Mpcki1_Veg.Down"	68	"Mp4g17220"	""	""	""
"Mpcki1_Veg.Down"	69	"Mp4g17380"	""	""	"[K13954]: yiaY; alcohol dehydrogenase [EC:1.1.1.1];
[KOG3857]: Alcohol dehydrogenase, class IV; [C];
[PTHR11496:SF102]: ALCOHOL DEHYDROGENASE 4;
[PTHR11496]: ALCOHOL DEHYDROGENASE;
[PF00465]: Iron-containing alcohol dehydrogenase"
"Mpcki1_Veg.Down"	70	"Mp4g17720"	""	""	""
"Mpcki1_Veg.Down"	71	"Mp4g19890"	""	""	""
"Mpcki1_Veg.Down"	72	"Mp4g21050"	""	""	"[K00850]: pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11];
[KOG2440]: Pyrophosphate-dependent phosphofructo-1-kinase; [G];
[PTHR45770:SF9]: ATP-DEPENDENT 6-PHOSPHOFRUCTOKINASE 2;
[PTHR45770];
[PF00365]: Phosphofructokinase"
"Mpcki1_Veg.Down"	73	"Mp5g05730"	"MpLTP-like72"	"Mp5g05730 [MpLTP-like72]"	"[PF14368]: Probable lipid transfer"
"Mpcki1_Veg.Down"	74	"Mp5g06470"	""	""	"[PTHR34113]: INACTIVE PURPLE ACID PHOSPHATASE-LIKE PROTEIN;
[PTHR34113:SF3]: INACTIVE PURPLE ACID PHOSPHATASE-LIKE PROTEIN"
"Mpcki1_Veg.Down"	75	"Mp5g09400"	""	""	"[KOG0618]: Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP); C-term missing; [T];
[PTHR48065]: OS10G0469600 PROTEIN;
[PF13516]: Leucine Rich repeat;
[PF13855]: Leucine rich repeat;
[PF00560]: Leucine Rich Repeat"
"Mpcki1_Veg.Down"	76	"Mp5g09850"	""	""	"[PTHR33227];
[PF04885]: Stigma-specific protein, Stig1"
"Mpcki1_Veg.Down"	77	"Mp5g12230"	""	""	"[KOG0507]: CASK-interacting adaptor protein (caskin) and related proteins with ankyrin repeats and SAM domain; C-term missing; [T];
[KOG0510]: Ankyrin repeat protein; C-term missing; [R];
[PTHR24121]: NO MECHANORECEPTOR POTENTIAL C, ISOFORM D-RELATED;
[PF12796]: Ankyrin repeats (3 copies);
[PF13962]: Domain of unknown function"
"Mpcki1_Veg.Down"	78	"Mp5g12350"	""	""	"[K00616]: E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2];
[KOG2772]: Transaldolase; [G];
[PTHR10683:SF37]: BNAA08G02750D PROTEIN;
[PTHR10683]: TRANSALDOLASE;
[PF00923]: Transaldolase/Fructose-6-phosphate aldolase"
"Mpcki1_Veg.Down"	79	"Mp5g12700"	""	""	""
"Mpcki1_Veg.Down"	80	"Mp5g13700"	""	""	"[PF08881]: CVNH domain"
"Mpcki1_Veg.Down"	81	"Mp5g14320"	"MpTAA"	"Mp5g14320 [MpTAA]"	"[K16903]: TAA1; L-tryptophan---pyruvate aminotransferase [EC:2.6.1.99];
[PTHR43795:SF22]: TRYPTOPHAN AMINOTRANSFERASE-RELATED PROTEIN 2;
[PTHR43795]: BIFUNCTIONAL ASPARTATE AMINOTRANSFERASE AND GLUTAMATE/ASPARTATE-PREPHENATE AMINOTRANSFERASE-RELATED;
[PF04864]: Allinase;
[PF04863]: Alliinase EGF-like domain"
"Mpcki1_Veg.Down"	82	"Mp5g15710"	""	""	"[PTHR42697]: ENDONUCLEASE 8;
[PTHR42697:SF1]: ENDONUCLEASE 8;
[PF06831]: Formamidopyrimidine-DNA glycosylase H2TH domain"
"Mpcki1_Veg.Down"	83	"Mp5g15770"	"MpABCG22|MpABC62"	"Mp5g15770 [MpABCG22|MpABC62]"	"[KOG0061]: Transporter, ABC superfamily (Breast cancer resistance protein); [Q];
[PTHR48041:SF11]: ABC TRANSPORTER G FAMILY MEMBER 2;
[PTHR48041]: ABC TRANSPORTER G FAMILY MEMBER 28;
[PF19055]: ABC-2 type transporter;
[PF01061]: ABC-2 type transporter;
[PF00005]: ABC transporter"
"Mpcki1_Veg.Down"	84	"Mp5g16650"	""	""	"[PTHR33227];
[PF04885]: Stigma-specific protein, Stig1"
"Mpcki1_Veg.Down"	85	"Mp5g17900"	""	""	"[K03011]: RPB3, POLR2C; DNA-directed RNA polymerase II subunit RPB3;
[KOG1522]: RNA polymerase II, subunit POLR2C/RPB3; [K];
[KOG0123]: Polyadenylate-binding protein (RRM superfamily); [AJ];
[KOG0131]: Splicing factor 3b, subunit 4; C-term missing; [A];
[PTHR24012]: RNA BINDING PROTEIN;
[PTHR24012:SF717]: POLYNUCLEOTIDE ADENYLYLTRANSFERASE DOMAIN/RNA RECOGNITION MOTIF PROTEIN-RELATED;
[PF00076]: RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);
[PF01000]: RNA polymerase Rpb3/RpoA insert domain;
[PF01193]: RNA polymerase Rpb3/Rpb11 dimerisation domain"
"Mpcki1_Veg.Down"	86	"Mp5g19880"	""	""	"[K00134]: GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12];
[KOG0657]: Glyceraldehyde 3-phosphate dehydrogenase; [G];
[PTHR10836:SF113]: GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE;
[PTHR10836]: GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE;
[PF02800]: Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain;
[PF00044]: Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"
"Mpcki1_Veg.Down"	87	"Mp5g20590"	""	""	""
"Mpcki1_Veg.Down"	88	"Mp5g21140"	""	""	"[KOG0161]: Myosin class II heavy chain; N-term missing; C-term missing; [Z];
[PTHR34031]: CENTROSOMAL PROTEIN OF 162 KDA"
"Mpcki1_Veg.Down"	89	"Mp5g21380"	"MpFBW3"	"Mp5g21380 [MpFBW3]"	"[KOG1947]: Leucine rich repeat proteins, some proteins contain F-box; N-term missing; [R];
[PTHR16134:SF111]: F-BOX PROTEIN FBW2;
[PTHR16134]: F-BOX/TPR REPEAT PROTEIN POF3;
[PF12937]: F-box-like"
"Mpcki1_Veg.Down"	90	"Mp5g21770"	""	""	"[KOG0513]: Ca2+-independent phospholipase A2; [I];
[PTHR32176:SF64]: PATATIN-LIKE PROTEIN 3;
[PTHR32176]: XYLOSE ISOMERASE;
[PF01734]: Patatin-like phospholipase"
"Mpcki1_Veg.Down"	91	"Mp5g21780"	""	""	""
"Mpcki1_Veg.Down"	92	"Mp5g21920"	""	""	"[K03294]: TC.APA; basic amino acid/polyamine antiporter, APA family;
[KOG1286]: Amino acid transporters; [E];
[PTHR43243]: INNER MEMBRANE TRANSPORTER YGJI-RELATED;
[PTHR43243:SF1]: CATIONIC AMINO ACID TRANSPORTER 1;
[PF13906]: C-terminus of AA_permease;
[PF13520]: Amino acid permease"
"Mpcki1_Veg.Down"	93	"Mp5g22410"	""	""	"[PTHR31479:SF2]: ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN;
[PTHR31479]: ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN"
"Mpcki1_Veg.Down"	94	"Mp6g00480"	""	""	"[KOG3378]: Globins and related hemoproteins; C-term missing; [C];
[PTHR22924]: LEGHEMOGLOBIN-RELATED;
[PTHR22924:SF39]: NON-SYMBIOTIC HEMOGLOBIN 1;
[PF00042]: Globin"
"Mpcki1_Veg.Down"	95	"Mp6g01360"	""	""	"[KOG1337]: N-methyltransferase; [R];
[PTHR13271:SF104]: SET DOMAIN-CONTAINING PROTEIN;
[PTHR13271]: UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE;
[PF00856]: SET domain"
"Mpcki1_Veg.Down"	96	"Mp6g01440"	""	""	"[PTHR34960]: EMB|CAB68146.1-RELATED;
[PTHR34960:SF1]: EMB|CAB68146.1-RELATED"
"Mpcki1_Veg.Down"	97	"Mp6g02200"	""	""	""
"Mpcki1_Veg.Down"	98	"Mp6g02400"	"MpSAUR1"	"Mp6g02400 [MpSAUR1]"	"[K14488]: SAUR; SAUR family protein;
[PTHR31374:SF283];
[PTHR31374]: AUXIN-INDUCED PROTEIN-LIKE-RELATED;
[PF02519]: Auxin responsive protein"
"Mpcki1_Veg.Down"	99	"Mp6g02670"	"MpNAC8"	"Mp6g02670 [MpNAC8]"	"[PTHR31744:SF70]: NAC DOMAIN-CONTAINING PROTEIN 19-LIKE;
[PTHR31744]: PROTEIN CUP-SHAPED COTYLEDON 2-RELATED;
[PF02365]: No apical meristem (NAM) protein"
